title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Quiche sans pâte,4.7,520,43k,145,40 min,4,très facile,bon marché,10 min,30 min,"['oeufs', 'l de lait', 'cl de crème fraîche', 'grosses cuillères à soupe de farine', 'g de gruyère râpé', 'tranches de jambon (peuvent être remplacées par des lardons ou encore des épinards)', 'poivre', 'sel']","Mixez tous les ingrédients sauf le jambon, le découper en morceaux et mélanger ensuite avec le reste. Placez dans un plat a tarte beurré et faites cuire une dmi-heure à 200°C.",https://www.marmiton.org/recettes/recette_quiche-sans-pate_12744.aspx,pas noel
Poulet curry et oignons facile,4.7,499,71k,636,20 min,4,très facile,bon marché,5 min,15 min,"['blancs de poulet', 'oignons jaunes', 'pot de crème fraîche allégée', 'curry', 'cumin', 'piment', 'poivre', 'sel']","Mettre une grande poêle à chauffer.
Couper les oignons en petits morceaux, et les faire cuire à feu assez fort. Remuer, en ajoutant du curry et du cumin. Couper les blancs de poulet en morceaux, les ajouter dans la poêle et remettre des épices; tourner. Baisser le feu, et ajouter 2 cuillères à soupe de crème. Après 5 min de cuisson, remettre 2 cuillères à soupe de crème et des épices (si nécessaire). Si le plat est fait à l'avance, remettre un peu de crème au moment de réchauffer car la sauce s'évapore. Bon appétit",https://www.marmiton.org/recettes/recette_poulet-curry-et-oignons-facile_13026.aspx,pas noel
Poulet basquaise au Cookeo,0,0,0,0,28 min,4,facile,bon marché,15 min,13 min,"['cuisses de poulet (séparer haut des cuisses et pilons)', ""cuillères à soupe d'huile d'olive"", 'g de poivron rouges, verts, jaunes, émincés', 'g de tomate concassée', 'cl de vin blanc', ""cl d'eau"", 'oignon émincé', ""gousses d'ail hachées"", 'cuillères à soupe de farine', 'sel et poivre', ""piment d'espelette""]","Inciser les hauts de cuisse jusqu'à l'os. Fariner légèrement les morceaux de poulet. Verser l'huile dans la cuve. Colorer les morceaux de poulet quelques minutes. Retirer le tout. Ajouter l'oignon, puis le vin. Mélanger. Ajouter les autres ingrédients Remettre les morceaux de volaille dans la cuve. Cuisson sous pression : 13 min. 
Servir.",https://www.marmiton.org/recettes/recette_poulet-basquaise_529186.aspx,pas noel
Tarte tatin de légumes,4.8,479,36k,280,1 h,6,très facile,bon marché,30 min,30 min,"['courgette', 'poivrons de couleurs différentes', 'oignon', 'tomates', 'aubergine', ""huile d'olive"", 'poivre', 'sel', 'herbes de provence (facultatif)', 'g de parmesan environ', 'pâte brisée']","Laver tous les légumes, puis les émincer. Les faire revenir dans de l'huile d'olive à feu moyen, pendant environ 20 min. Au 3/4 de la cuisson, assaisonner et ajouter les herbes. Préchauffer le four à 210°C.
Garnir le fond d'un moule à tarte de papier sulfurisé, puis étaler les légumes par-dessus et tasser à l'aide d'une cuillère ou autre,de façon à ce que le dessus soit à peu près plat. Saupoudrer un peu partout de parmesan et mettre la pâte brisée par-dessus. Rentrer les bords à l'intérieur du plat. Piquer et enfourner pour environ 30 mn, jusqu'à ce que la pâte soit cuite. A la sortie du four, retourner la tarte sur un plat et servir chaud.",https://www.marmiton.org/recettes/recette_tarte-tatin-de-legumes_24112.aspx,pas noel
Lapin à la moutarde maison,4.8,451,28k,84,1 h,1,très facile,bon marché,no data,1 h,"['lapin', 'bouteille de vin blanc sec', 'moutarde de dijon', 'petit pot de crème fraîche', ""huile d'olive (ou beurre)"", ""gousses d'ail"", 'échalotes (ou à défaut, oignons)', 'feuilles de laurier', 'branche de thym', 'persil', 'poivre', 'sel', 'morceau de sucre (facultatif)', 'carotte (facultatif mais... le lapin aime bien la carotte!)']","Coupez le lapin en morceaux et badigeonnez légèrement de moutarde. Faire revenir les morceaux sans faire brûler dans un peu d'huile. Pendant ce temps, portez à ébullition les 3/4 de la bouteille de vin blanc avec l'ail coupé en petits morceaux, le laurier, le thym, la carotte coupée en rondelles et le morceau de sucre. Retirez les morceaux de lapin et gardez au chaud (le chaud lapin est toujours apprécié). Ajoutez un peu d'huile et faites dorer les échalotes coupées en rondelles. Ajoutez le lapin et versez dessus le vin blanc chaud. Salez, poivrez et laissez cuire à feu doux pendant 1 heure. Dans un bol, mélangez la crème, du persil haché et une cuillère à soupe de moutarde. Profitez du temps restant pour vous préparer un kir avec le reste du vin blanc. En fin de cuisson, placez les morceaux de lapin sur un plat de service et saupoudrez de persil. Filtrez le jus de cuisson (facultatif) et incorporez la crème à la moutarde. Faites cuire 1 minutes sans faire bouillir et nappez les morceaux de lapin avec cette préparation.",https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx,pas noel
Crevettes au curry express,4.8,445,50k,181,15 min,2,très facile,Coût moyen,10 min,5 min,"['g de crevette rose', 'cuillères à soupe de crème', 'cuillère à café de curry', ""cuillères à café d'huile d'olive""]",Décortiquer les crevettes. Les faire revenir très rapidement dans l'huile d'olive en les saupoudrant de curry. Ajouter la crème et mélanger le tout. Servir immédiatement avec du riz thaï.,https://www.marmiton.org/recettes/recette_crevettes-au-curry-express_12645.aspx,pas noel
Blancs de poulet sauce miel et balsamique,4.2,444,29k,29,15 min,2,très facile,bon marché,5 min,10 min,"['blancs de poulet', 'cuillères à soupe de miel', 'petit pot de crème fraîche', 'noix de beurre (pour la cuisson)', 'poivre', 'sel', 'cuillères à soupe de vinaigre balsamique']","Faire fondre le beurre dans une poêle. Y faire dorer les blancs de poulet (entiers ou coupés en petits cubes selon préférence). Avant la fin de la cuisson choisie, verser dans la poêle la crème fraîche, le miel et le vinaigre (+ sel et poivre selon votre goût). Servir avec du riz basmati, du boulgour ou des pâtes fraîches.",https://www.marmiton.org/recettes/recette_blancs-de-poulet-sauce-miel-et-balsamique_22233.aspx,pas noel
Sablés au Nutella®,4.3,3,0,0,45 min,40,facile,bon marché,20 min,25 min,"['g de nutella®', 'g de farine', 'g de beurre doux à température ambiante', 'sachet de sucre vanillé', 'oeuf', 'g de sucre glace']","Mélanger ensemble la farine et le beurre, jusqu'à obtenir une texture sableuse. Ajouter ensuite le sucre vanillé, le sucre glace tamisé, puis l’œuf battu. Mélanger jusqu'à obtenir une pâte homogène. Laisser reposer 1 heure au réfrigérateur. Préchauffer le four à 180°C. Étaler la pâte sur 3 mm d'épaisseur. Découper la pâte à l'aide d'un emporte-pièce. Disposer les sablés sur une plaque recouverte de papier cuisson et enfourner 12 minutes, en surveillant la coloration. Reformer une boule avec les chutes de pâte et étaler de nouveau sur 3 mm d'épaisseur. Découper la pâte à l'aide d'un emporte pièce. Découper des trous au centre de chaque forme avec un emporte-pièce rond ou avec le dessous d'une douille. Disposer sur une plaque recouverte de papier cuisson et enfourner 12 minutes, en surveillant la coloration. Laisser les sablés refroidir sur une grille. Déposer une petite cuillère à café de Nutella sur chaque sablé plein. Refermer avec un sablé troué.",https://www.marmiton.org/recettes/recette_sables-au-nutella_392390.aspx,pas noel
Carbonades flamandes traditionnelles,4.8,438,20k,384,3h40,4,très facile,bon marché,30 min,3h10,"['kg de boeuf maigre à braiser (paleron, gîte, hampe, etc ...)', 'cuillère à soupe de cassonade', 'bouquet garni', 'l de bière brune (pelforth brune pour un goût délicat, ou leffe brune pour un goût plus sucré)', ""g d'oignon"", 'g de lard fumé entier (pas des lardons sous vide)', ""tranches de pain d'épices (si possible maison)"", 'g de beurre', 'sel de guérande', 'cuillères à soupe de moutarde']","Couper la viande en cubes de 2 à 3 centimètres de côté. 
Découper grossièrement les oignons et couper le lard en gros lardons. Faire fondre le beurre et faire suer les oignons dedans 10 minutes pour les ramollir (feu au mini à couvert). Ajouter le lard en augmentant légèrement le feu, remuer régulièrement en essayant de garder couvert le plus possible. Une fois le lard bien rose, retirer le tout (sauf le jus) et le réserver dans un plat. Mettre le feu au maxi et mettre la viande dans la cocotte. Remuer régulièrement (ne pas couvrir), la viande doit se colorer de tous les côtés, elle va finir par rendre pas mal de jus.
Retirer la cocotte du feu, mettre la viande dans un plat en conservant le jus dans la cocotte. Diluer la cassonade dans le jus de viande et mettre sur le feu à fond pour le réduire de moitié. Une fois réduit, mettre le feu au mini et remettre le mélange lard-oignons en le mêlant au 'sirop', ajouter la viande et re-mélanger, ajouter le bouquet garni et recouvrir de bière entre (80 cl et 1 litre), saler très légèrement. Recouvrir délicatement toute la surface avec le pain d'épices 'moutardé'. 
Laisser mijoter à couvert 3 heures sans remuer, tant que le pain d'épices n'est pas fondu (retirer le bouquet après 1 heure ou 2 maxi). En cours de 'mijotage', rectifier l'assaisonnement si besoin. Si après trois heures, le jus est encore trop liquide, laisser encore mijoter en laissant le couvercle en partie ouvert, la sauce doit être légèrement collante en surface mais bien liquide en dessous et ne doit surtout pas brûler au fond.",https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx,pas noel
Tajine d'agneau aux pruneaux,4.7,429,35k,422,1h20,6,facile,Coût moyen,20 min,1 h,"['g de pruneau', 'thé chaud', ""g d'oignon"", ""huile d'olive"", ""kg d'épaule d'agneau coupée en morceaux"", ""gousses d'ail"", 'cuillère à café de cannelle', 'cuillère à café de gingembre', 'dosette de safran', 'grain de coriandre écrasés', ""g d'amandes émondées"", 'cuillères à soupe de miel']","Faites tremper les 500 g pruneaux dans du thé chaud. Faites revenir les oignons émincés dans l'huile d'olive. Quand ils sont dorés, retirez-les et remplacez-les par la viande. Lorsque les morceux sont bien dorés, mettez-les dans une cocotte avec les oignons. Salez et poivrez. Ajoutez l'ail écrasé, la cannelle, le gingembre, la safran et les grains de coriandre. Couvrez d'eau et faites cuire 1 heure à feu doux. Ajoutez ensuite les pruneaux égouttés, puis poursuivez la cuisson 20 min à couvert. Faites revenir les amandes dans un peu de beurre chaud. Egouttez-les puis ajoutez-les à la viande avec le miel. Laissez cuire encore 5 min sans couvrir. Servez accompagné de semoule de couscous.",https://www.marmiton.org/recettes/recette_tajine-d-agneau-aux-pruneaux_13086.aspx,pas noel
Endive jambon,4.8,415,27k,56,45 min,4,très facile,bon marché,15 min,30 min,"[""kg d'endive"", 'tranches de jambon', 'crème fraîche liquide épaisse (1 pot)', 'ail 2 à 3 gousses (selon la grosseur)', 'gruyère râpé (1 sachet)', 'noisette de beurre']","Effeuiller les endives pour les faire cuire dans le l'eau bouillante. 
Quand elles sont cuites les laisser égoutter. Faire fondre dans une casserole, une noisette de beurre, y ajouter l'ail écrasé, puis ensuite, y verser la crème fraîche, saler poivrer, et y mettre le gruyère râpé en en conservant une partie pour le gratiné. Disposer dans un plat allant au four, une couche d'endive, une couche de jambon, et une couche de la préparation à la crème, renouveller cette opération et terminer en mettant le reste du gruyère râpé sur le dessus. Faire gratiner pendant à peu près 30 mn à four chaud et régalez vous.",https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx,pas noel
Pâte à pizza fine,4.8,414,27k,437,1h10,3,très facile,bon marché,1 h,10 min,"['g de farine', 'sachet de levure de boulangerie express', 'cuillère à café de sel', ""l d'eau tiède"", 'cuillère à café de sucre']","Verser la farine dans un grand saladier et y faire un puits. Verser la levure, le sel et le sucre dans un verre doseur. Ajouter 1/4 de litre d'eau tiède, bien mélanger. Couvrir d'un film plastique et laisser reposer environ 10 minutes (jusqu'à l'apparition d'une mousse brune bien épaisse en surface). Verser le mélange du verre doseur dans le saladier, mélanger à la main. Puis quand la pâte n'est plus collante pétrir environ 5 minutes à la main sur une surface farinée.
Arroser d'un peu d'huile d'olive, puis pétrir à nouveau environ 5 minutes. Laisser reposer au moins 1 h sous un linge humide dans un endroit tiède (à côté d'un radiateur, d'une cheminée ou d'un poêle en hiver). Après repos, pétrir quelques instants puis diviser la pâte en trois boules égales (on peut en congeler).
Etaler la pâte sur une surface farinée. Badigeonner la plaque d'un peu d'huile d'olive avant d'y appliquer la pâte.
Cuisson 10 minutes à 220°C (thermostat 7-8).",https://www.marmiton.org/recettes/recette_pate-a-pizza-fine_29544.aspx,pas noel
Muffin forêt noire,4,1,20,0,45 min,8,facile,bon marché,15 min,10 min,"['boîte de lait concentré sucré nestlé 397 g', 'oeufs', 'farine', 'ml de crème fleurette', 'g de chocolat nestlé dessert noir absolu', 'g de griotte surgelées']","Faites décongeler les griottes. Faites fondre 150 g de chocolat cassé en carré 2 minutes au four à micro-ondes à 500W. Ajoutez le lait concentré sucré Nestlé, les oeufs, la farine et les griottes (gardez-en 8). Versez dans un moule à muffin. Faites cuire 17 minutes à 200°C en mode traditionnel. Démoulez et laissez refroidir. Faites des copeaux avec le chocolat restant. 
Battez la crème en chantilly. 
Sur chaque muffin, ajoutez la chantilly, une griotte et des copeaux.",https://www.marmiton.org/recettes/recette_muffin-foret-noire_371306.aspx,pas noel
Feuilleté au jambon,4.7,413,51k,48,35 min,4,très facile,bon marché,15 min,20 min,"['pâte feuilletée toute prête', 'tranches de jambon blanc', 'petite boîte de champignon', 'rondelle de bûche de chèvre ou du gruyère râpé suivant les goûts', 'oeufs']","Dérouler la pâte feuilletée dans un plat allant au four. Sur une moitié, étaler le jambon haché, puis les champignons, le fromage, et enfin les oeufs. Replier la deuxième moitié de pâte de façon à former un gros chausson. Bien fermer les extrémités. Faire cuire a four assez chaud (thermostat 7/210°C) une vingtaine de minutes.",https://www.marmiton.org/recettes/recette_feuillete-au-jambon_15869.aspx,pas noel
Boeuf braisé aux carottes,4.8,408,29k,96,1h20,6,très facile,bon marché,20 min,1 h,"['morceau de paleron ou de bourguignon lkg', 'oignons', 'tranche de lard coupée en dés', 'matière grasse', 'petite boîte de concentré de tomates', 'laurier', 'thym', 'sauge', 'tablette de bouillon de boeuf', 'poivre', 'sel', ""gousses d'ail"", 'carottes']","Couper la viande en morceaux égaux. La faire revenir dans une cocotte en fonte, dans laquelle vous avez fait chauffer la matière grasse. Une fois les morceaux revenus de tous les côtés, les retirer et faire revenir les oignons émincés et les lardons. Préparer le bouillon de boeuf avec 1/2 litre d'eau. Ajouter la viande dans la cocotte, y verser le bouillon, le concentré de tomates, les carottes épluchées et coupées en tronçons, l'ail et les herbes. Assaisonner avec le sel etle poivre, mélanger et laisser mijoter 1h30 à feu doux.",https://www.marmiton.org/recettes/recette_boeuf-braise-aux-carottes_13296.aspx,pas noel
