title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender,category
Panini au Nutella® et aux fraises,5,1,291,1,2h33,8,très facile,bon marché,13 min,2 h,"['petits pains individuels', 'g de nutella®', 'g de fraises coupées en tranches', 'g de ricotta', 'sucre glace', 'g de farine', 'g de sucre', 'g de sel', 'g de beurre', 'cl de lait entier', ""ml d'eau tiède"", 'g de levure de boulanger sèche']","Dans un bol, faites dissoudre la levure dans l'eau tiède. Versez le tout dans une terrine contenant la farine, le sucre, le sel et le beurre fondu. Ajoutez le lait et mélangez tous les ingrédients jusqu'à obtenir une pâte lisse et homogène. Formez de petites boules de pâte de 40 g chacune, écrasez-les légèrement. Laissez-les lever pendant environ 2 heures. Faites cuire les petits pains dans un four préchauffé à 180°C (thermostat 6) pendant 15 minutes. Coupez les petits pains en deux horizontalement.
Tartinez la moitié inférieure avec du Nutella®.
Ajoutez les fraises et la ricotta et refermez avec la moitié supérieure du petit pain. Placez les panini sous le gril, en veillant à ce que le Nutella® ne fonde pas, puis servez les panini chauds, saupoudrés de sucre glace.",https://www.marmiton.org/recettes/recette_panini-au-nutella-et-aux-fraises_348731.aspx,pas noel,aperitif/starter
"Tarte Provençale (tomate, courgette, mozzarella)",4.4,133,5.6k,68,1 h,6,très facile,bon marché,20 min,40 min,"['g de mozzarella', 'tomates', 'courgettes', 'cl de crème fraîche', 'oeufs + 2 jaunes', 'feuilles de basilic', 'cuillère à soupe de farine', 'g de beurre', 'g de pâte brisée']","Ebouillantez et pelez les tomates, coupez en dés et salez les dans une passoire (30 mn). Lavez, séchez, coupez les courgettes en rondelles, puis plongez-les dans de l'eau bouillante. A la reprise de l'ébullition laissez cuire 3 mn. Egouttez et étalez-les sur un linge plié. Etalez la pate et déposez dans un moule à tarte beurré et fariné. Réservez au frais. Allumez le four à thermostat 7 (210°C). Coupez la mozzarella en petits dés et disposez les rondelles de courgettes en intercalant de dés de tomates. Battez les oeufs et la crème, salez et poivrez, puis ajoutez le basilic. Nappez-en les légumes. Enfournez 10 mn, puis baissez le thermostat à 6 (180°C) et cuisez encore 30 à 35 mn. Servez dès la sortie du four.",https://www.marmiton.org/recettes/recette_tarte-provencale-tomate-courgette-mozzarella_13052.aspx,pas noel,aperitif/starter
La salade piémontaise de Jean-Pierre,4.9,133,15k,100,1h15,4,très facile,bon marché,45 min,30 min,"['tomates', 'oeufs', 'pommes de terre', 'jambon', 'cornichons', 'pot de mayonnaise', 'huile', 'vinaigre', 'poivre', 'sel', 'moutarde']","Faire cuire les pommes de terre à l'eau et les éplucher. Faire cuire dans le même temps les oeufs pour qu'ils deviennent durs soit 10 min. Les mettre dans l'eau froide pour qu'ils s'écalent plus facilement. Couper les tomates, le jambon et les pommes de terre en dés. Les mettre dans un saladier et ajouter les oeufs durs ainsi que les cornichons coupés en rondelles. Pour la sauce : Faire une vinaigrette bien relevée et délayer avec au moins 2 grosses cuillères à soupe de mayonnaise. Arroser votre salade de cette sauce. Mélanger et laisser au réfrigérateur pour que les pommes de terre s'imprègnent de sauce.",https://www.marmiton.org/recettes/recette_la-salade-piemontaise-de-jean-pierre_25605.aspx,pas noel,aperitif/starter
"Cake aux tomates séchées, feta et olives vertes",4.6,132,18k,105,45 min,6,très facile,bon marché,15 min,30 min,"['g de farine', 'oeufs', 'sachet de levure', 'cl de lait', ""cl d'huile d'olive"", 'tomates séchées', 'g de feta', 'olives vertes dénoyautées', 'pointe de curry (facultatif)', 'poivre', 'sel']","Mélanger ensemble la farine, les oeufs et la levure. Ajouter l'huile d'olive, et le lait froid. Bien mélanger, en soulevant avec la cuillère, afin d'aérer la pâte. Ajouter les tomates séchées, les olives (en petits morceaux) le curry la feta. Saler et poivrer. Verser la préparation dans un moule à cake. Enfourner dans un four pré-chauffé à 180°C (Th 6), pendant 30 à 40 min, selon les fours.  Vérifier la cuisson avec la lame d'un couteau, elle doit ressortir sèche. Déguster",https://www.marmiton.org/recettes/recette_cake-aux-tomates-sechees-feta-et-olives-vertes_40965.aspx,pas noel,aperitif/starter
Madeleines salées courgette chorizo,4.8,131,22k,272,20 min,40,facile,bon marché,10 min,10 min,"['oeufs', 'g de farine', 'sachet de levure chimique (17 g)', 'g de gruyère râpé', ""cuillères à soupe d'huile de tournesol ou colza"", 'g de courgette', 'g de chorizo (doux ou fort selon les goûts)']","Préchauffer le four à 210°C (thermostat 7). Râper les courgettes, couper le chorizo en petits dés. Dans le bol d'un robot mettre la farine, la levure, les oeufs, l'huile et mettre en route. Une fois que le mélange est homogène ajouter le gruyère puis les courgettes râpées et le chorizo. Mettre dans des alvéoles en silicone ou dans des alvéoles beurrées et enfourner pendant 10 minutes.",https://www.marmiton.org/recettes/recette_madeleines-salees-courgette-chorizo_92893.aspx,pas noel,aperitif/starter
Crêpes de Noël au Nutella®,5,1,22,0,no data,no data,no data,no data,no data,no data,"['g de farine', 'oeufs', 'g de sucre en poudre', 'g de beurre fondu', 'gousse de vanille', 'g de lait entier', 'pincée de sel', 'huile']","Tamisez la farine.
Fendez la gousse de vanille dans le sens de la
longueur avec un petit couteau et grattez les
graines avec une cuillère à café.
Dans un grand saladier, mélangez les œufs, le lait,
le sucre, le sel et les graines de vanille à l'aide d'un
fouet, jusqu'à obtenir une pâte lisse.
Ajoutez la farine et le beurre fondu et mélangez de
nouveau. Couvrez le saladier avec du film plastique et
placez-le au réfrigérateur pendant environ 20 minutes. Dans une poêle antiadhésive, faites chauffer un filet d'huile végétale et versez-y un peu de pâte pour obtenir une crêpe fine.
Faites dorer de chaque côté, réservez.
À chaque nouvelle crêpe, n'oubliez pas d'essuyer la poêle avec du papier absorbant et de verser un filet d'huile pour que la crêpe n'accroche pas. Etalez 15g de Nutella® sur la crêpe et pliez-la en
deux.
À la fin, pliez la crêpe en pointe pour former un petit sapin de Noël.",https://www.marmiton.org/recettes/recette_crepes-de-noel-au-nutella_348724.aspx,pas noel,aperitif/starter
Palmiers à la tapenade,4.7,130,18k,71,30 min,4,très facile,bon marché,15 min,15 min,"['rouleau de pâte feuilletée', ""pot d'olives noires""]","Étaler la pâte feuilletée en un grand rectangle, puis la recouvrir entièrement de tapenade, en une couche assez épaisse. Rouler la pâte d'un côté et s'arrêter en son milieu. Rouler l'autre côté de pâte. Mouiller avec un peu d'eau les 2 rouleaux, afin qu'ils soient collés ensemble. Débiter ensuite le rouleau double de pâte en petits palmiers d'1/2 cm de large. Les poser sur une plaque allant au four. Ça ne ressemble pas à grand chose lorsque ce n'est pas cuit; mais une fois passés au four un bon quart d'heure, à 180°C (à surveiller car cela dépend des fours), vous avez de beaux palmiers à déguster à l'apéritif, qui changeront des éternelles cacahuètes... Déguster",https://www.marmiton.org/recettes/recette_palmiers-a-la-tapenade_28666.aspx,pas noel,aperitif/starter
Bricks au thon,4.4,129,22k,66,15 min,2,très facile,bon marché,10 min,5 min,"['boîte de thon , moyenne (130g)', 'pommes de terre', ""moitié d'oignon"", ""jaune d'oeuf"", 'feuille de brick']","Faire cuire les pommes de terre à l'eau. Pendant ce temps hacher finement l'oignon et le cuire à l'huile d'olive. Une fois les pomme de terre cuites les réduire en purée, ajouter cette purée au thon égoutté, aux oignons, mélanger et ajouter enfin le jaune d'oeuf. Saler, poivrer et mette environ une grosse cuillère à soupe dans une feuille de brick, que l'on pliera comme des samosas. Faire dorer 2 mn chaque face dans une poele avec de l'huile d'olive.",https://www.marmiton.org/recettes/recette_bricks-au-thon_18363.aspx,pas noel,aperitif/starter
Samoussa rapide au boeuf,4.8,129,14k,478,30 min,10,facile,bon marché,15 min,15 min,"['feuilles de brick', 'g de boeuf haché', 'carotte', 'oignon', ""gousse d'ail"", 'cuillères à café de curry', 'cuillère à café de gingembre en poudre', 'cuillères à soupe de sauce soja (sucrée de préférence)', ""jaune d'oeuf"", ""huile d'olive"", 'huile de friture']","Dans une poêle à feu vif, faire revenir l'oignon, l'ail et la carotte hachés dans de l'huile d'olive. Ajouter la viande de bœuf et laisser dorer un peu. Assaisonner avec le curry, le gingembre puis ajouter la sauce soja. Bien mélanger et laisser cuire à feu doux 2 à 3 min. Répartir la farce dans les feuilles de brick (2 samoussas par feuille) et procéder au pliage (souvent expliqué sur les paquets de feuilles de brick). Coller le dernier revers avec un jaune d'œuf. Faire cuire dans un fond d'huile de friture, 2 min de chaque côté. En fin de cuisson, déposer les samoussas sur une assiette avec du papier absorbant afin de retirer l'excès d'huile de cuisson. Bon appétit !",https://www.marmiton.org/recettes/recette_samoussa-au-boeuf-rapides_171841.aspx,pas noel,aperitif/starter
Cake 'lendemain de raclette',4.5,128,26k,159,1 h,6,facile,Coût moyen,20 min,40 min,"['g de fromage à raclette', 'g de charcuterie coupée en petits morceaux (jambon, viande des grisons, ce qui vous reste...)', 'g de farine', 'sachet de levure chimique', 'oeufs', ""cuillères à soupe d'huile (idéalement, de noisette)"", 'g de fromage râpé (beaufort ou comté, ou gruyère)', 'verre de lait', 'verre de vin blanc (genre vin de savoie)', 'poivre', 'sel']","Mélanger les oeufs, la farine, la levure, saler et poivrer. Verser le lait et l'huile, puis ajouter le fromage râpé; le mélange doit être le plus homogène possible. Ajouter le fromage à raclette et la charcuterie en petits morceaux. Préchauffer le four à 200°C (thermostat 6-7). 
Beurrer un moule à cake et y verser la préparation; Laisser cuire pendant 40 min. A consommer avec une salade.",https://www.marmiton.org/recettes/recette_cake-lendemain-de-raclette_17039.aspx,pas noel,aperitif/starter
Moelleux au chocolat,0,0,0,0,26 min,4,facile,bon marché,10 min,16 min,"['g de chocolat 50% de cacao', 'g de beurre', 'g de sucre glace', ""jaunes d'oeuf"", ""blanc d'oeuf légèrement fouetté"", 'g de farine à gâteaux']","Faire fondre le chocolat et le beurre au bain-marie. Verser ce mélange dans un saladier et y ajouter le sucre glace. Mélanger. Ajouter les jaunes, la farine et les blancs. Répartir la pâte dans les ramequins. Filmer chaque ramequin. Placer dans le panier vapeur. Verser 20 cl d'eau dans la cuve.
Lancer la cuisson sous pression : 14 min. Manger tiède !",https://www.marmiton.org/recettes/recette_moelleux-au-chocolat_529178.aspx,pas noel,aperitif/starter
"Tarte de potimarron, lardons et oignons caramélisés",4.7,128,18k,566,1 h,8,facile,bon marché,25 min,35 min,"['g de potimarron', 'oignon', 'cl de crème semi-épaisse', 'pâte feuilletée', 'oeufs', 'lardons fumés', 'poivre', 'sel']","- Préchauffer le four à Th 5-6 (200°C) - Placer la pâte dans un moule à tarte. - Après avoir précuit le potimarron, le réduire en purée. - Dans un saladier, mélanger les 2 jaunes d'oeufs avec la crème, saler et poivrer. - Incorporer la purée de potimarron. - Battre les blancs d'oeufs en neige puis les ajouter à la préparation. - Faire revenir lardons et oignon à feu vif. - Les placer sur le pâte à tarte et finir par verser la préparation potimarron, oeufs et crème. - Mettre au four environ 35 min. Bon appétit !!!",https://www.marmiton.org/recettes/recette_tarte-de-potimarron-lardons-et-oignons-caramelises_95054.aspx,pas noel,aperitif/starter
Muffins au jambon et olives vertes de Nadine,4.6,127,7.1k,49,25 min,12,très facile,bon marché,5 min,20 min,"['g de farine', 'cuillères à café de bicarbonate (facultatif)', 'sachet de levure', 'cuillère à café rase de sel fin', 'oeufs', 'g de beurre fondu', 'yaourt nature', 'trait de lait', 'g de jambon', ""g d'olive verte égouttées (compter 3 olives par muffin)"", 'cuillère à soupe de moutarde', 'cuillère à café de romarin haché', ""cuillère à café d'origan""]","Dans un saladier, mélanger tous les ingrédients du mélange sec. Dans un second saladier, casser les oeufs et les battre un peu. Ajouter le beurre fondu, le yaourt, le lait; bien mélanger. Ajouter ensuite la garniture au mélange humide : la moutarde, les herbes, puis le jambon en petits dés et les olives vertes en rondelles; et mélanger. Verser d'un coup le mélange sec dans le mélange humide, et mélanger très peu à la cuillère (des grumeaux restent, c'est normal). Remplir le moules à muffins (graissés s'ils ne sont pas en silicone) aux 3/4, et enfourner 20 min à Th 6-7 (190°C). Servir bien refroidis, en apéritif ou en entrée.",https://www.marmiton.org/recettes/recette_muffins-au-jambon-et-olives-vertes-de-nadine_25368.aspx,pas noel,aperitif/starter
Tarte au thon et moutarde,4.7,127,8.6k,66,1h15,6,très facile,bon marché,30 min,45 min,"['boîtes de thon au naturel', 'g de gruyère râpé', 'tomates', 'cuillères à soupe de moutarde forte', 'pot de crème fraîche épaisse (30 cl)', 'pâte feuilletée']","Etaler la pâte feuilletée dans un moule de 30 cm. Etaler une couche de moutarde, puis une couche de thon émietté puis une couche de tomates coupées en rondelles pas trop fines, puis une couche de crème fraîche et enfin une couche de gruyère râpé. Enfourner pendant 30 mn à thermostat 8 (250°C).",https://www.marmiton.org/recettes/recette_tarte-au-thon-et-moutarde_12975.aspx,pas noel,aperitif/starter
Tapenade noire,4.6,127,10k,174,15 min,6,très facile,Coût moyen,15 min,no data,"[""g d'olives noires dénoyautées"", ""filets d'anchois à l'huile"", 'cuillères à café de câpres au vinaigre', ""gousse d'ail"", ""cl d'huile d'olive""]","Hacher au couteau les olives, puis peler la gousse d'ail. Egoutter les filets d'anchois et les sécher sur du papier absorbant. Déchirer les filets d'anchois. Egoutter les câpres. Mettre olives, anchois et câpres dans le bol du robot mixeur. Mixer fin et ajouter l'huile d'olive en filet pour obtenir une pâte souple.",https://www.marmiton.org/recettes/recette_tapenade-noire_21786.aspx,pas noel,aperitif/starter
Tartiflette express au Cookeo,0,0,0,0,25 min,4,facile,bon marché,20 min,5 min,"['g de pomme de terre lavées, pelées coupées en cubes', 'g de lardons natures ou fumés', 'oignons pelés et émincés', 'cl de crème liquide', 'g de reblochon taillé en morceaux', 'cl de vin blanc', 'sel et poivre']",Préparer les ingrédients. Colorer les lardons et les oignons. Ajouter les pommes de terre. Ajouter crème et eau. Saler légèrement et poivrer. Cuisson sous pression : 5 mins. Déposer le fromage dessus. Maintenir au chaud 5 min.,https://www.marmiton.org/recettes/recette_tartiflette-express_529192.aspx,pas noel,aperitif/starter
Aumonières de saumon,4.7,127,43k,151,45 min,4,très facile,bon marché,15 min,30 min,"['feuilles de brick', 'portions de saumon frais', 'tranches de saumon fumé', ""sachet d'oseille"", 'petit pot de crème fraîche', 'sel', 'beurre']","Mettre les 2/3 de l'oseille dans un bol. Ajoutez la crème et le sel. Beurrez les bricks au pinceau avec le beurre fondu sur un plateau à tarte huile. Disposer au milieu le saumon frais, l'oseille et couvrir avec la saumon fumé + préparation. Fermer avec 2 piques en bois. Mettre au four 20 à 30 mn Th 7 à 8 en couvrant d'aluminium. Servir avec une sauce beurre citron et le reste de l'oseille",https://www.marmiton.org/recettes/recette_aumonieres-de-saumon_18572.aspx,pas noel,aperitif/starter
Cake aux courgettes et chèvre frais,4.5,125,9.6k,194,1h05,6,très facile,bon marché,20 min,45 min,"['g de chèvre frais (en petites portions)', 'courgette', 'g de farine', 'sachet de levure', 'oeufs', ""cl d'huile de tournesol"", 'cl de lait chaud', 'g de gruyère râpé']","Faire revenir la courgette non épluchée et coupée en dés dans une cuillerée d'huile d'olive (environ 15 min) puis essorer dans de l'essuie-tout. Dans un saladier, mélanger la farine, la levure, les oeufs, l'huile, le lait chaud, les dés de courgettes, le chèvre (grossièrement coupé) et le gruyère (bref, tous les ingrédients). Mettre le tout dans un plat à cake non beurré pendant 45 mn à four chaud (200°C / Th 7 )",https://www.marmiton.org/recettes/recette_cake-aux-courgettes-et-chevre-frais_19511.aspx,pas noel,aperitif/starter
Crème d'asperges en verrines,4.7,125,22k,423,30 min,8,très facile,Coût moyen,15 min,15 min,"[""g d'asperge"", 'g de mascarpone', ""pot d'oeuf de lump"", 'oeuf', 'poivre', 'sel', 'pavot']","Cuire les asperges si elles sont fraîches. Faire cuire un oeuf dur. Pendant ce temps, mixer les asperges (en boite) avec le mascarpone puis y incorporer l'oeuf. Bien mixer. Mettre le sel, le poivre et les graines de pavot. Remplir les verrines et décorer en déposant sur le dessus une demi-cuillère à café d'oeuf de lump. Bon appétit!",https://www.marmiton.org/recettes/recette_creme-d-asperges-en-verrines_82759.aspx,pas noel,aperitif/starter
Cake à la feta et tomates cerise,4.5,125,13k,316,1h10,4,très facile,bon marché,20 min,50 min,"['g de farine', 'oeufs', ""cl d'huile (celle de la feta, avec les herbes)"", 'cl de vin blanc sec', 'g de feta égouttée', 'g de tomates cerise', 'g de gruyère râpé', 'sachet de levure chimique', 'g de graines de courge (facultatif)', 'herbes de provence']","Mélanger la farine et les oeufs. Ajouter l'huile et le vin blanc, ensuite le gruyère, les herbes de Provence, la levure, la feta, les graines (en garder quelques unes pour le dessus) et terminer par les tomates cerises. Remplir aux 2/3 un moule à cake beurré et fariné. Parsemer des dernières graines. Cuire au four à thermostat 5 (150°C) pendant 45 à 50 min. Laisser refroidir sur une grille, et le couper en tranches lorsque c'est froid. A consommer à l'apéritif, ou en entrée.",https://www.marmiton.org/recettes/recette_cake-a-la-feta-et-tomates-cerise_22921.aspx,pas noel,aperitif/starter
Biscuits tigrés au Nutella®,4.4,7,0,0,30 min,12,facile,bon marché,15 min,15 min,"['g de beurre', ""g de poudre d'amandes"", 'g de sucre glace', 'g de nutella®', 'g de farine', ""blancs d'oeuf"", 'g de pépites de chocolat']","Faire fondre le beurre jusqu'à obtenir une couleur noisette. Le filtrer avec une passoire. Dans un récipient, tamiser ensemble la poudre d'amande, le sucre glace et la farine. Ajouter le blanc d'oeuf et mélanger. Ajouter le beurre et mélanger. 
Laisser refroidir et ajouter les pépites de chocolat. Versez la préparation dans les moules. Enfourner pendant 15 minutes à 180°C. Démouler. Verser une cuillère à café de Nutella dans le creux de chaque tigré.",https://www.marmiton.org/recettes/recette_biscuits-tigres-au-nutella_392233.aspx,pas noel,aperitif/starter
Cake salé 3 couleurs,4.8,124,9.1k,107,1h05,6,très facile,bon marché,20 min,45 min,"['g de farine', 'oeufs', ""cl d'huile d'olive"", 'cl de lait', 'g de gruyère râpé', 'sachet de levure', 'g de feta', ""tomates séchées à l'huile d'olive"", 'poivron vert']","Faire préchauffer le four thermostat 6 - 180°C. Dans un saladier, mélanger les oeufs, la farine et la levure. Ajouter petit à petit, toujours en mélangeant, l'huile d'olive, le lait et le gruyère râpé. Couper la féta en petits cubes, les tomates séchées égouttées et le poivron épépiné en lanières. Les ajouter à la pâte. Tapisser un moule à cake d'un papier sulfurisé et y verser la préparation. Faire cuire au four 45 mn.",https://www.marmiton.org/recettes/recette_cake-sale-3-couleurs_32437.aspx,pas noel,aperitif/starter
Tortilla (Espagne),4.3,123,19k,178,45 min,6,facile,bon marché,15 min,30 min,"['kg de pomme de terre', 'oeufs', 'oignon (pour une grande poële)', 'poivre', 'sel']","Eplucher et découper les pommes de terre en rondelle de 1/2 cm d'épaisseur environ. Eplucher l'oignon et le couper en petits morceaux. Mettre tous ces ingrédients dans la poêle. Celle-ci doit être remplie juqu'à mi-hauteur. Couvrir d'huile d'olive (il faut que toutes les pommes de terre baignent dans l'huile). Couvrir la poêle d'un couvert (important : il faut que les pommes de terre cuisent à la fois dans l'huile et à la vapeur). Une fois les pommes de terre bien cuites (il faut que le pointe d'un couteur puisse s'y enfoncer sans peine), vider l'huile d'olive dans un récipient. Verser les pommes de terre et oignon dans un saladier. Ajouter les oeufs battus, salés et poivrés. Il faut qu'il y ait suffisamment d'oeufs pour que la tortilla soit bien liée. Mélanger doucement (ne pas faire de la purée de pommes de terre !) Remettre dans la poële 2 - 3 mm d'huile d'olive et y verser le mélange. Faire cuire à feu doux un côté de la tortilla. Une fois le fond bien doré, retourner la tortilla sur une assiette. Cette opération est délicate car les oeufs sur le dessus ne sont pas cuits et l'huile dans le fond est très chaude. Remettre un peu d'huile dans la poêle si nécessaire et y faire glisser la tortilla, afin de faire dorer l'autre côté. Une fois les deux côtés dorés, glisser la tortilla dans une assiette.",https://www.marmiton.org/recettes/recette_tortilla-espagne_11274.aspx,pas noel,aperitif/starter
Taboulé de mémé,4.6,122,17k,143,20 min,4,très facile,bon marché,20 min,no data,"['g de semoule moyenne', 'concombre', 'tomates moyennes', 'poivron vert', 'oignon', 'citron', ""huile d'olive"", 'poivre', 'sel']","Placez 200 g de semoule dans un saladier, râpez le concombre. Mixez l'oignon et le poivron (pas en jus). Pelez les tomates et coupez-les en tous petits dés. Mélangez le tout, ajoutez 5 cuillères d'huile d'olive et le jus du citron, salez et poivrez. Mettez au réfrigérateur pendant 1 nuit.",https://www.marmiton.org/recettes/recette_taboule-de-meme_25736.aspx,pas noel,aperitif/starter
Oeuf cocotte au bacon,4.6,121,27k,169,25 min,4,facile,bon marché,10 min,15 min,"['oeufs', 'tranches de bacon', 'pot de crème fraîche', 'gruyère râpé', 'noisettes de beurre', 'poivre', 'sel']","Faire préchauffer le four à 240°C (thermostat 8).
Beurrer 4 ramequins. Couper les tranches de bacon en lanières (une tranche par ramequin) et les déposer dans le fond des ramequins. Casser un oeuf dans chaque ramequin, déposer une ou deux cuillères à café de crème fraîche sur les oeufs puis recouvrir de gruyère râpé. Mettre une noisette de beurre sur chaque ramequin et enfourner pendant 10 à 15 minutes. A déguster chaud.",https://www.marmiton.org/recettes/recette_oeuf-cocotte-au-bacon_51038.aspx,pas noel,aperitif/starter
Gâteau au yaourt glaçage chocolat blanc & framboises,5,3,0,0,1h05,6,facile,bon marché,20 min,45 min,"['g de farine', 'sachet de levure', 'pincée de sel', 'g de beurre mou', 'g de sucre', 'g de chocolat blanc en morceaux ou en pépites', 'oeufs à température ambiante', 'g de yaourt', 'jus de citron', 'barquette de framboises', 'g de chocolat blanc en morceaux', 'cl de crème liquide', 'barquettes de framboises']","Verser le beurre, le sucre, la farine, le sel et la levure, battre afin que la texture soit homogène. Ajouter les oeufs et le yaourt, battre. Ajouter le chocolat et les framboises, mélanger délicatement. Verser dans le moule à Bunt cake et faire cuire 45 min à 180°C. Glaçage : Faire bouillir la crème. Dès que la crème bout, sortir du feu et laisser tiédir quelques minutes puis et verser le chocolat blanc.
Mélanger jusqu'à ce que le mélange soit homogène. Verser le glaçage sur le dessus du gâteau, laisser le glaçage couler dans les rigoles du gâteau pour faire joli.
Décorer le dessus du gâteaux avec des morceaux de framboises.",https://www.marmiton.org/recettes/recette_gateau-au-yaourt-glacage-chocolat-blanc-framboises_392061.aspx,pas noel,aperitif/starter
Tarte saumon brocolis,4.7,121,16k,208,40 min,4,très facile,bon marché,10 min,30 min,"['pâte feuilletée', 'saumon fumé (environ 4 tranches)', 'brocoli (environ 500 g)', 'crème fraîche (20 cl)', 'oeufs', 'aneth', 'poivre', 'sel']","Etaler la pâte dans un moule. Recouvrir des tranches de saumon. Pendant ce temps, faire cuire les brocolis à la cocotte (c'est plus rapide: je mets 5 min quand ça tourne). Quand ils sont cuits, les étaler sur le saumon. Mélanger la crème et les oeufs puis le sel, poivre et aneth. Recouvrir les brocolis de ce mélange. Mettre à four chaud (180°C) 30 min.",https://www.marmiton.org/recettes/recette_tarte-saumon-brocolis_21443.aspx,pas noel,aperitif/starter
Velouté aux poivrons et au boursin,4.9,121,5.0k,82,50 min,4,très facile,bon marché,30 min,20 min,"['poivrons rouges', 'oignons', 'pommes de terre (de taille moyenne)', 'fromage ail et fines hebre de type boursin (150 g)', 'cubes de bouillon de poule']","Couper finement tous les légumes. Dans une cocotte-minute, verser eau, poivrons, oignons, pommes de terre, et les cubes. Laisser cuire 10 à 15 mn. Mixer le tout avec un boursin et rajouter de l'eau si nécessaire.",https://www.marmiton.org/recettes/recette_veloute-aux-poivrons-et-au-boursin_14601.aspx,pas noel,aperitif/starter
Raïta de concombre (Inde),4.3,121,8.0k,33,10 min,4,très facile,bon marché,10 min,no data,"['concombre', 'oignon', ""gousse d'ail"", 'yaourts natures (type yaourt grecs)', 'oignon nouveau', 'cumin', 'piment', 'poivre', 'sel']","Couper le concombre en deux dans le sens de la longueur, le vider de ses graines et le râper sur une grosse grille. Mettre le concombre dans une passoire, le laisser égoutter 10 min et le presser pour bien l'essorer. Hacher l'oignon et l'ail, les incorporer au concombre, ajouter les 2 yaourts, sel, poivre, cumin et piment selon les goûts. Garnir de rondelles d'oignons nouveaux.",https://www.marmiton.org/recettes/recette_raita-de-concombre-inde_16291.aspx,pas noel,aperitif/starter
Sablés aux olives et au parmesan,4.3,119,14k,56,30 min,30,très facile,Coût moyen,20 min,10 min,"[""g d'olives noires"", 'g de parmesan râpé', 'g de farine', 'g de beurre', 'poivre', 'sel']","Mélanger le beurre ramolli avec le parmesan râpé, la farine, les olives coupées en morceaux; salez et poivrez. Roulez la pâte en boudin d'environ 5 cm de diamètre. L'envelopper dans un film alimentaire et le placer au frigo pendant 4 h minimum (1 nuit, c'est mieux). Coupez le boudin en rondelles d'environ 1/2 cm d'épaisseur, et les déposer sur une plaque recouverte de papier sulfurisé. Enfourner à 180°C (th 6) environ 10 min, les sablés doivent prendre une légère coloration. Une fois refroidis, les conserver dans une boîte hermétique.",https://www.marmiton.org/recettes/recette_sables-aux-olives-et-au-parmesan_23891.aspx,pas noel,aperitif/starter
Cookie shortbread,3.3,3,392,3,3h15,6,facile,bon marché,15 min,1h40,"['g de chocolat nestlé dessert noir', 'oeuf', 'g de sucre', 'g de beurre', 'boîte de lait concentré sucré nestlé 397 g', 'g de farine', 'g de levure chimique']","Faites cuire la boîte de lait concentré sucré Nestlé dans une cocotte-minute 1 heure avec de l'eau à niveau pour obtenir du dulce de leche. Laissez refroidir 10 minutes avant d'ouvrir la boîte. Pour réaliser la cup en cookie, mélangez l’œuf, 80 g de beurre mou, la levure, le sucre et la farine dans un saladier. Ajoutez la moitié du chocolat haché en pépites (75 g). Avec la pâte à cookie obtenue, tapissez 6 alvéoles d’un moule à muffin en silicone. Faites cuire à 200°C pendant 15 minutes. Pour conserver la forme de la cup et éviter que la pâte ne gonfle, recouvrez d’une feuille de papier sulfurisé et de gros sel. Retirez la feuille, remettez au four 4 minutes pour faire cuire l’intérieur des cookie cups puis laissez-les refroidir. Mélangez le dulche de leche avec les 30 g de beurre mou et garnissez les cups. Laissez refroidir 1 heure au réfrigérateur. Nappez le dessus avec les 75 g de chocolat restant fondus et placez 30 minutes au réfrigérateur. Vous pouvez déguster !",https://www.marmiton.org/recettes/recette_cookie-shortbread_371281.aspx,pas noel,aperitif/starter
Poêlée d'asperges vertes et coppa,4.7,118,15k,247,20 min,4,très facile,bon marché,5 min,15 min,"[""botte d'asperge vertes fines"", 'g de coppa tranchée finement', 'morceau de parmesan', ""huile d'olive"", 'vinaigre balsamique']","Couper les asperges vertes crues en tronçons de 2 cm environ (pas la peine de les éplucher!), mettre les pointes à part. Dans une poêle chaude, faire revenir à feu vif les tronçons d'asperge dans un peu d'huile d'olive. Au bout de 5 min, ajouter la coppa taillée en lanières et les pointes des asperges. Continuer la cuisson 5-10 mn (les asperges doivent rester croquantes), déglacer au vinaigre balsamique et répartir dans les assiettes. Parsemer chaque portion de copeaux de parmesan et servir aussitôt.",https://www.marmiton.org/recettes/recette_poelee-d-asperges-vertes-et-coppa_21435.aspx,pas noel,aperitif/starter
Aumonières aux noix de saint-Jacques,4.5,118,21k,235,55 min,4,très facile,Coût moyen,15 min,40 min,"['poireaux', 'g de crevette rose', 'noix de saint-jacques', 'pâte filo', 'crème semi-liquide', 'huile', 'beurre']","Laver les poireaux et les couper finement.
Décortiquer les crevettes. Faire une fondue de poireaux en ajoutant la crème et les crevettes décortiquées. Faire cuire dans une poêle les noix de st jacques. Etaler 3 feuilles de pâte filo, les huiler au pinceau. Mettre au centre une grosse cuillère à soupe de fondue de poireaux avec les crevettes et déposer autour et sur le dessus 5 noix de st jacques. Fermer les aumônières avec un lien. Enfourner 15 / 20 minutes à 210°C (thermostat 7).
Présenter sur des assiettes individuelles avec de la salade, des tomates cerises et des oeufs de caille.",https://www.marmiton.org/recettes/recette_aumonieres-aux-noix-de-saint-jacques_35023.aspx,pas noel,aperitif/starter
