title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Poulet basquaise au Cookeo,0,0,0,0,28 min,4,facile,bon marché,15 min,13 min,"['cuisses de poulet (séparer haut des cuisses et pilons)', ""cuillères à soupe d'huile d'olive"", 'g de poivron rouges, verts, jaunes, émincés', 'g de tomate concassée', 'cl de vin blanc', ""cl d'eau"", 'oignon émincé', ""gousses d'ail hachées"", 'cuillères à soupe de farine', 'sel et poivre', ""piment d'espelette""]","Inciser les hauts de cuisse jusqu'à l'os. Fariner légèrement les morceaux de poulet. Verser l'huile dans la cuve. Colorer les morceaux de poulet quelques minutes. Retirer le tout. Ajouter l'oignon, puis le vin. Mélanger. Ajouter les autres ingrédients Remettre les morceaux de volaille dans la cuve. Cuisson sous pression : 13 min. 
Servir.",https://www.marmiton.org/recettes/recette_poulet-basquaise_529186.aspx,pas noel
Galette des rois à la frangipane,4.7,904,70k,3770,30 min,6,très facile,bon marché,10 min,20 min,"['pâtes feuilletées', ""g de poudre d'amandes"", 'g de sucre fin', 'oeufs', 'g de beurre mou', ""jaune d'oeuf"", 'fève']","Placer une pâte feuilletée dans un moule à tarte, piquer la pâte avec une fourchette. Dans un saladier, mélanger la poudre d'amandes, le sucre, les 2 oeufs et le beurre mou. Placer la pâte obtenue dans le moule à tarte et y cacher la fève. Recouvrir avec la 2ème pâte feuilletée, en collant bien les bords. Faire des dessins sur le couvercle et badigeonner avec le jaune d'oeuf. Enfourner pendant 20 à 30 min à 200°C (thermostat 6-7); vérifier régulièrement la cuisson !",https://www.marmiton.org/recettes/recette_galette-des-rois-a-la-frangipane_20147.aspx,pas noel
Madeleines faciles,4.4,872,44k,1359,45 min,32,facile,bon marché,30 min,15 min,"['oeufs', 'g de sucre', 'g de farine', ""cuillères à soupe d'eau de fleur d'oranger"", 'g de levure chimique', 'g de beurre fondu', 'g de lait']","Préchauffer le four à 240°C (thermostat 8).
Faire fondre le beurre dans une casserole à feu doux, réserver. Mélanger les oeufs avec le sucre, jusqu'à ce que le mélange blanchisse. Ajouter ensuite la fleur d'oranger et 40 g de lait. Ajouter la farine et la levure chimique. C'est ensuite le tour du beurre et le restant du lait; laisser reposer 15 min. Beurrer les moules à madeleines et verser la préparation dedans (mais pas jusqu'en haut, les madeleines vont gonfler !). Enfourner à 240°C (thermostat 8), et baisser au bout de 5 min à 200°C (thermostat 6-7); laisser encore 10 min. Surveiller bien la cuisson ! Démouler dès la sortie du four.",https://www.marmiton.org/recettes/recette_madeleines-faciles_17700.aspx,pas noel
Pancakes faciles et rapides,4.8,824,36k,1074,15 min,2,très facile,bon marché,5 min,10 min,"['oeuf', 'cuillère à soupe de sucre blanc', ""cuillère à soupe d'huile ou de beurre fondu"", 'g de farine', 'bonne cuillère à café de levure', 'ml de lait']","Battre grossièrement l'oeuf et le sucre dans un saladier. Y rajouter le beurre fondu ou l'huile. Mélanger à part la farine et la levure, puis en mélanger la moitié avec la préparation. Délayer progressivement avec le lait tout en rajoutant l'autre moitié de farine petit à petit (cela évitera de créer des grumeaux). Aucun temps de repos n'est nécessaire, si ce n'est juste le temps de faire chauffer votre poêle à feu moyen. A l'aide d'une petite louche ou d'une grosse cuillère à sauce, déposer des ""ronds"" dans la poêle. Lorsque les bulles apparaissent et éclatent, retourner les pancakes et ne pas les laisser plus d'une min sur l'autre face.",https://www.marmiton.org/recettes/recette_pancakes-faciles-et-rapides_81518.aspx,pas noel
Pâte à crêpes (des plus raffinées),4.8,819,36k,831,17 min,6,facile,Coût moyen,15 min,2 min,"['g de farine tamisée', 'pincées de sel', 'g de sucre en poudre', 'oeufs entiers', 'g de beurre fondu', 'l de lait', 'grand-marnier ou de rhum']","Dans un saladier, mélanger la farine, le sel et le sucre. Faire une fontaine. Ajouter les oeufs et commencer à les incorporer à la farine avec une cuillère en bois, ajouter le beure fondu (tiédi) peu à peu et bien malaxer. Incorporer le lait (par petites quantités au début pour éviter les grumeaux), ajouter le parfum. Faire cuire les crêpes dans une poêle chaude huilée.",https://www.marmiton.org/recettes/recette_pate-a-crepes-des-plus-raffinees_49665.aspx,pas noel
Sablés au Nutella®,4.3,3,0,0,45 min,40,facile,bon marché,20 min,25 min,"['g de nutella®', 'g de farine', 'g de beurre doux à température ambiante', 'sachet de sucre vanillé', 'oeuf', 'g de sucre glace']","Mélanger ensemble la farine et le beurre, jusqu'à obtenir une texture sableuse. Ajouter ensuite le sucre vanillé, le sucre glace tamisé, puis l’œuf battu. Mélanger jusqu'à obtenir une pâte homogène. Laisser reposer 1 heure au réfrigérateur. Préchauffer le four à 180°C. Étaler la pâte sur 3 mm d'épaisseur. Découper la pâte à l'aide d'un emporte-pièce. Disposer les sablés sur une plaque recouverte de papier cuisson et enfourner 12 minutes, en surveillant la coloration. Reformer une boule avec les chutes de pâte et étaler de nouveau sur 3 mm d'épaisseur. Découper la pâte à l'aide d'un emporte pièce. Découper des trous au centre de chaque forme avec un emporte-pièce rond ou avec le dessous d'une douille. Disposer sur une plaque recouverte de papier cuisson et enfourner 12 minutes, en surveillant la coloration. Laisser les sablés refroidir sur une grille. Déposer une petite cuillère à café de Nutella sur chaque sablé plein. Refermer avec un sablé troué.",https://www.marmiton.org/recettes/recette_sables-au-nutella_392390.aspx,pas noel
Cake au chocolat,4.8,797,38k,84,45 min,6,très facile,bon marché,15 min,30 min,"['g de chocolat pâtissier', 'oeufs', 'g de sucre en poudre', 'g de farine', 'cuillère à café de levure', 'g de beurre', ""g de poudre d'amandes""]","Faire fondre le chocolat (en morceaux) au bain-marie avec 5 cuillères à soupe d’eau (ou le faire au micro-ondes). Dans un saladier, battre les oeufs avec le sucre, jusqu’à ce que le mélange blanchisse. Ajouter la farine, la levure, le beurre fondu, la poudre d’amandes, et le chocolat. Mélanger. Verser la préparation jusqu’à mi–hauteur d’un moule à cake beurré. Mettre à cuire dans un four préchauffé à 180°C (thermostat 6 ) pendant 30 à 35 min. Attendre 5 min avant de démouler. Laisser refroidir.",https://www.marmiton.org/recettes/recette_cake-au-chocolat_17391.aspx,pas noel
Gâteau très rapide au yaourt et au chocolat,4.5,773,49k,787,35 min,6,très facile,bon marché,5 min,30 min,"['yaourt (dont le pot sert ensuite de doseur)', 'pots de farine', 'pot de sucre', ""pot d'huile"", 'oeufs', 'sachet de levure', 'g de chocolat pour pâtisserie']","Préchauffer le four à 180°C (thermostat 6).
Mettre le chocolat à fondre au bain-marie (sans beurre ni rien d'autre). Pendant ce temps, mélanger tous les autres ingrédients (en mélangeant d'abord la levure et la farine, sinon elles se mélangent mal). Ajouter le chocolat fondu. Beurrer un moule à manqué et verser la pâte. Mettre au four 15 min à 180°C (thermostat 6), puis 15 min à 150°C (thermostat 5). Vérifier la cuisson: il doit être cuit sur le dessus et humide à l'intérieur.",https://www.marmiton.org/recettes/recette_gateau-tres-rapide-au-yaourt-et-au-chocolat_30510.aspx,pas noel
Pâte à crêpes,3.9,770,29k,877,30 min,15,facile,bon marché,10 min,20 min,"['g de farine', 'oeufs entiers', 'cuillères à soupe de sucre', ""cuillères à soupe d'huile"", 'g de beurre fondu', 'cl de lait', 'cl de rhum']","Mettre la farine dans une terrine et former un puits. Y déposer les oeufs entiers, le sucre, l'huile et le beurre. Mélanger délicatement avec un fouet en ajoutant au fur et à mesure le lait. La pâte ainsi obtenue doit avoir une consistance d'un liquide légèrement épais. Parfumer de rhum. Faire chauffer une poêle antiadhésive et la huiler très légèrement. Y verser une louche de pâte, la répartir dans la poêle puis attendre qu'elle soit cuite d'un côté avant de la retourner. Cuire ainsi toutes les crêpes à feu doux.",https://www.marmiton.org/recettes/recette_pate-a-crepes_12372.aspx,pas noel
Fondant au chocolat plus que fondant,4.6,740,41k,577,35 min,6,très facile,bon marché,15 min,20 min,"['g de chocolat pâtissier', 'g de beurre', 'g de sucre', 'oeufs', 'g de maïzena']","Préchauffer le four à 150°C (thermostat 5). Faire fondre le chocolat avec le beurre dans une casserole. Puis verser dans une terrine. Ajouter le sucre et mélanger. Laisser tiédir, puis ajouter les oeufs et la maïzena. Mélanger jusqu'à l'obtention d'une pâte lisse et la verser dans un moule beurré ou muni d'un papier sulfurisé. Mettre au four et laisser cuire 15 à 20 min. Attendre que le fondant ait refroidi avant de le démouler sinon celui-ci risquerait de se décomposer et le chocolat fondu de couler !!",https://www.marmiton.org/recettes/recette_fondant-au-chocolat-plus-que-fondant_55396.aspx,pas noel
Muffin forêt noire,4,1,20,0,45 min,8,facile,bon marché,15 min,10 min,"['boîte de lait concentré sucré nestlé 397 g', 'oeufs', 'farine', 'ml de crème fleurette', 'g de chocolat nestlé dessert noir absolu', 'g de griotte surgelées']","Faites décongeler les griottes. Faites fondre 150 g de chocolat cassé en carré 2 minutes au four à micro-ondes à 500W. Ajoutez le lait concentré sucré Nestlé, les oeufs, la farine et les griottes (gardez-en 8). Versez dans un moule à muffin. Faites cuire 17 minutes à 200°C en mode traditionnel. Démoulez et laissez refroidir. Faites des copeaux avec le chocolat restant. 
Battez la crème en chantilly. 
Sur chaque muffin, ajoutez la chantilly, une griotte et des copeaux.",https://www.marmiton.org/recettes/recette_muffin-foret-noire_371306.aspx,pas noel
Gaufres légères,4.5,736,44k,347,25 min,4,très facile,bon marché,20 min,5 min,"['g de farine', 'pincée de sel', 'g de sucre en poudre', 'cl de lait', 'oeufs', 'g de beurre fondu', ""cl d'eau gazeuse"", 'limonade ou bière']","Tamisez la farine, le sel et le sucre. Ajoutez le lait, mélangez bien pour éviter les grumeaux. Cassez les oeufs, séparez les jaunes et les blancs. Ajoutez les jaunes dans la pâte puis le beurre fondu refroidi et la bière, toujours en remuant bien. Montez les blancs en neige, incorporez-les délicatement à la pâte.  Laissez reposer environ 1 h. Faites cuire les gaufres 4-5 minutes au gaufrier. Dégustez.",https://www.marmiton.org/recettes/recette_gaufres-legeres_22127.aspx,pas noel
Génoise ultra-rapide et pourtant si aérienne...,4.9,732,41k,914,30 min,6,facile,bon marché,10 min,20 min,"['oeufs', 'g de sucre', 'g de farine', 'sachet de levure chimique']","Pour réaliser cette recette, il vous faut un robot qui permette d'ajouter des ingrédients au fur et mesure sans devoir tout arrêter et ouvrir un couvercle à chaque fois... Mais c'est la recette idéale pour tous ceux qui sont fâchés avec les interminables montages au bain-marie ! Le secret de la réussite de cette génoise, c'est la rapidité d'exécution. Préparez donc tout ce dont vous aurez besoin avant de vous lancez, beurrez le moule si vous n'avez pas encore opté pour le silicone, pesez les ingrédients... et préchauffez le four à 180°C (th 6). Mélangez la levure à la farine. Séparez les blancs des jaunes d'oeufs, et montez les blancs en neige avec une pincée de sel. Quand ils sont très fermes, ajoutez le sucre et battez encore. Baissez la vitesse du robot et ajoutez d'un coup les 4 jaunes, puis tout de suite la farine et la levure en pluie. Arrêtez très rapidement le robot pour que la préparation n'ait pas le temps de retomber, versez dans le moule, lissez la surface et enfournez immédiatement pour 20 min. Démoulez tiède et attendez que le gâteau soit refroidi pour le trancher dans l'épaisseur et le garnir.",https://www.marmiton.org/recettes/recette_genoise-ultra-rapide-et-pourtant-si-aerienne_49844.aspx,pas noel
Riz au lait de ma maman,4.5,709,47k,480,1h10,4,très facile,bon marché,10 min,1 h,"['l de lait', 'g de riz blanc rond', 'cuillères à soupe de sucre', 'sachet de sucre vanillé', 'zeste de citron', 'orange ou de clémentine']","Faire bouillir le lait avec le sucre, le sucre vanillé et le zeste de votre choix (attention faire un ruban assez long pour le retirer facilement en fin de cuisson). Lorsque le lait bout, jeter le riz en pluie et baisser le feu pour que l'ébullition soit très lente, le riz doit cuire très lentement. Lorque le riz affleure le lait, couper le feu et laisser refroidir ; le riz va finir de s'imbiber de lait en refroidissant. On peut servir ce dessert tiède ou froid dans des ramequins avec un zeste de citron vert pour décorer le dessus.",https://www.marmiton.org/recettes/recette_riz-au-lait-de-ma-maman_20380.aspx,pas noel
Panna cotta,4.8,707,59k,1269,20 min,6,très facile,bon marché,10 min,10 min,"['cl de crème fraîche liquide', 'g de sucre', 'feuilles de gélatine', 'gousse de vanille ou extrait de vanille']","Faire ramollir les feuilles de gélatine dans de l'eau froide.
Mettre la crème, le sucre et la vanille dans une casserole et faire frémir. Dès le début de l'ébullition, retirer la casserole du feu et ajouter la gélatine égouttée. Bien remuer et verser dans des coupelles. Laisser refroidir puis placer quelques heures au réfrigérateur pour faire prendre. Ajouter du coulis de fraise, framboise ou autre fruit juste avant de servir.",https://www.marmiton.org/recettes/recette_panna-cotta_17991.aspx,pas noel
Tiramisu au lait concentré sucré,5,1,85,1,1h20,10,très facile,bon marché,20 min,1 h,"['tube de lait concentré sucré à pâtisser nestle 170 g', 'cuillère à soupe de nescafé espresso azera original', 'g de mascarpone', 'g de crème liquide entière', 'boîte de biscuit à la cuillère (une trentaine)', ""ml d'eau""]","Montez la crème très froide en chantilly. Fouettez le mascarpone, puis ajoutez le Lait Concentré Sucré en filet et continuez à fouetter pendant une minute, jusqu'à l'obtention d'une texture assez ferme. A l'aide d'une spatule, ajoutez la crème fouettée au mélange. Reconstituez le café dans l'eau. Trempez rapidement les biscuits dans le café et répartissez-les dans le fond de votre plat. Répartissez la moitié de la crème sur les biscuits puis recouvrez de biscuits trempés, et terminez en recouvrant du restant de crème. Lissez et réserver au frais pendant 1 heure. Saupoudrer de cacao avant de servir votre tiramisu express !",https://www.marmiton.org/recettes/recette_tiramisu_372184.aspx,pas noel
Brownie vite fait,4.7,698,40k,96,35 min,4,très facile,bon marché,15 min,20 min,"['oeufs', 'g de sucre en poudre', 'g de chocolat pâtissier', 'g de beurre', 'g de farine']","Préchauffer le four à 200°C (thermostat 6-7).

Mélanger les oeufs entiers avec le sucre et la farine. Faire fondre le chocolat avec le beurre. Concasser grossièrement des noix ou des amandes ou des noix de pécan. Mélanger le tout. Beurrer un moule. Verser dans le moule (ça ne doit pas être trop épais). Mettre au four pensant 15 à 20 min, selon le moelleux souhaité (le gâteau est cuit quand le dessus se crevasse). Facultatif : découper des morceaux de brownies : de gros rectangles individuels Glisser des bâtonnets dedans pour en faire des sucettes. Décorer de chocolat fondu et de petites décos en sucre. Déguster",https://www.marmiton.org/recettes/recette_brownie-vite-fait_12890.aspx,pas noel
